,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,crs_arr_time,dup,crs_elapsed_time,flights,distance,total_delay,Season,Weekday,month,peak_season,dep_taxi_ind,arr_taxi_ind,carriers_lateness_ind,airtime_ind,orig_airp_fl_ind,dest_airp_fl_ind,orig_airp_pss_ind,dest_airp_pss_ind,dep_weather,dep_weather_rank,arr_weather,arr_weather_rank
18127,2018-09-27,AA,AA,AA,2077,AA,N724UW,2077,14122,PIT,"Pittsburgh, PA",11057,CLT,"Charlotte, NC",1205,1336,N,91,1,366,0.0,4,3,9,0,0.0578661407231937,0.0540440770506113,-0.0014495905267393,0.3502657166116329,0.00656,0.03218,0.007334203760785,0.0191528138586407,Patchy light rain,1,Moderate or heavy rain shower,2
41525,2019-08-31,DL,DL,DL,952,DL,N349NB,952,11278,DCA,"Washington, DC",13487,MSP,"Minneapolis, MN",1915,2051,N,156,1,931,0.0,3,5,8,2,0.0561961036229004,0.0532356565816952,-0.019545193431566,0.2253118320878343,0.01814,0.01992,0.010507046424293,0.0232630261262837,Sunny,1,Cloudy,2
17250,2018-09-15,AS,AS_CODESHARE,AS,2856,QX,N624QX,2856,10800,BUR,"Burbank, CA",14057,PDX,"Portland, OR",940,1156,N,136,1,817,0.0,4,5,9,0,0.0623523504240782,0.0581659736388834,-0.0257496334476613,0.2253118320878343,0.00398,0.01022,0.0028002638202791,0.0094846082403456,Sunny,1,Light rain shower,1
18456,2018-10-02,AS,AS,AS,26,AS,N492AS,26,14747,SEA,"Seattle, WA",13930,ORD,"Chicago, IL",1735,2335,N,240,1,1721,0.0,4,1,10,0,0.0617647746296217,0.0181479514238436,-0.0257496334476613,0.0474920803339217,0.024,0.04976,0.017266229658245,0.0421127158682513,Light rain shower,1,Overcast,2
34441,2019-05-25,AA,AA,AA,313,AA,N164NN,313,14679,SAN,"San Diego, CA",11298,DFW,"Dallas/Fort Worth, TX",1127,1624,N,177,1,1171,0.0,2,5,5,1,0.0581659736388834,0.0564782044844364,-0.0014495905267393,0.2253118320878343,0.01276,0.03598,0.0080282126176086,0.0232829472494043,Partly cloudy,1,Patchy light rain with thunder,1
46126,2019-11-05,WN,WN,WN,287,WN,N239WN,287,11292,DEN,"Denver, CO",11433,DTW,"Detroit, MI",2040,115,N,155,1,1123,0.0,4,1,11,0,0.0532356565816952,0.0027025262535151,-0.0372526735518979,0.2253118320878343,0.0344,0.02234,0.0307716743165574,0.0236512188227693,Sunny,1,Partly cloudy,1
2416,2018-02-09,UA,UA_CODESHARE,UA,5006,OO,N869AS,5006,14689,SBA,"Santa Barbara, CA",12892,LAX,"Los Angeles, CA",1335,1434,N,59,1,89,92.0,1,4,2,0,0.0540440770506113,0.0555247035724447,0.055915695644676,0.2134239483384708,0.00118,0.03138,0.0009605211796535,0.0281270106201122,Sunny,1,Sunny,1
32441,2019-04-26,AA,AA,AA,2663,AA,N924AN,2663,10693,BNA,"Nashville, TN",12892,LAX,"Los Angeles, CA",1612,1855,N,283,1,1797,0.0,2,4,4,1,0.0564782044844364,0.0596586901976398,-0.0014495905267393,0.0282516365277256,0.01044,0.03138,0.0083604108058632,0.0281270106201122,Light rain shower,1,Sunny,1
28417,2019-02-28,F9,F9,F9,708,F9,N324FR,708,11292,DEN,"Denver, CO",12206,HRL,"Harlingen/San Benito, TX",610,1001,N,171,1,1023,0.0,1,3,2,0,0.0486011424278889,0.0595136097545641,0.0013041744428902,0.2253118320878343,0.0344,0.00042,0.0307716743165574,0.0006983161266875,Patchy rain possible,1,Overcast,2
36819,2019-06-28,UA,UA_CODESHARE,UA,5136,OO,N202SY,5136,13930,ORD,"Chicago, IL",10431,AVL,"Asheville, NC",1404,1700,N,116,1,536,118.0,3,4,6,2,0.0555247035724447,0.0617647746296217,0.055915695644676,0.3502657166116329,0.04976,0.00126,0.0421127158682513,0.0009018346277576,Torrential rain shower,3,Patchy rain possible,1
29101,2019-03-10,AS,AS_CODESHARE,AS,2113,QX,N635QX,2113,11259,DAL,"Dallas, TX",14057,PDX,"Portland, OR",1815,2035,N,260,1,1626,0.0,2,6,3,1,0.0596586901976398,0.0532356565816952,-0.0257496334476613,0.0474920803339217,0.0089,0.01022,0.0051428802175171,0.0094846082403456,Cloudy,2,Sunny,1
37126,2019-07-02,UA,UA,UA,2103,UA,N401UA,2103,12266,IAH,"Houston, TX",13204,MCO,"Orlando, FL",2000,2325,N,145,1,854,34.0,3,1,7,2,0.0532356565816952,0.0181479514238436,0.055915695644676,0.2253118320878343,0.02232,0.01688,0.024859946428331,0.0162459451092296,Torrential rain shower,3,Moderate or heavy rain shower,2
29497,2019-03-16,UA,UA,UA,362,UA,N78060,362,12173,HNL,"Honolulu, HI",11618,EWR,"Newark, NJ",1530,705,N,575,1,4962,0.0,2,5,3,1,0.059419307466565,0.0553030528955235,0.055915695644676,7.165049194922877e-05,0.00698,0.02008,0.0059456476384046,0.022154442545058,Sunny,1,Partly cloudy,1
43031,2019-09-22,WN,WN,WN,3815,WN,N551WN,3815,11481,ECP,"Panama City, FL",10693,BNA,"Nashville, TN",1310,1430,N,80,1,401,0.0,4,6,9,0,0.0540440770506113,0.0555247035724447,-0.0372526735518979,0.3502657166116329,0.00078,0.01044,0.0006304766263308,0.0083604108058632,Moderate or heavy rain shower,2,Sunny,1
1533,2018-01-25,AA,AA_CODESHARE,AA,3961,MQ,N827AE,3961,14842,SJT,"San Angelo, TX",11298,DFW,"Dallas/Fort Worth, TX",1808,1917,N,69,1,229,0.0,1,3,1,0,0.0596586901976398,0.0561961036229004,-0.0014495905267393,0.2134239483384708,0.00014,0.03598,0.0001879046478133,0.0232829472494043,Partly cloudy,1,Sunny,1
34797,2019-05-30,WN,WN,WN,760,WN,N236WN,760,10423,AUS,"Austin, TX",11259,DAL,"Dallas, TX",1405,1505,N,60,1,189,0.0,2,3,5,1,0.0555247035724447,0.059419307466565,-0.0372526735518979,0.2134239483384708,0.00808,0.0089,0.0079469128989272,0.0051428802175171,Moderate or heavy rain shower,2,Cloudy,2
9373,2018-05-26,DL,DL,DL,2229,DL,N307DX,2229,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",1838,2011,N,153,1,874,0.0,2,5,5,1,0.0596586901976398,0.0532356565816952,-0.019545193431566,0.2253118320878343,0.04904,0.00524,0.0351327850537735,0.0062444644852139,Moderate or heavy rain shower,2,Sunny,1
3817,2018-03-04,DL,DL_CODESHARE,DL,3997,9E,N840AY,3997,11612,EVV,"Evansville, IN",11433,DTW,"Detroit, MI",1627,1855,N,88,1,363,0.0,2,6,3,1,0.0564782044844364,0.0596586901976398,-0.019545193431566,0.3502657166116329,0.00076,0.02234,0.0005561762211783,0.0236512188227693,Sunny,1,Sunny,1
26000,2019-01-22,AA,AA,AA,2385,AA,N869NN,2385,14492,RDU,"Raleigh/Durham, NC",13930,ORD,"Chicago, IL",709,844,N,155,1,646,0.0,1,1,1,0,0.0553030528955235,0.0660930078480459,-0.0014495905267393,0.2253118320878343,0.00842,0.04976,0.0079829862840375,0.0421127158682513,Sunny,1,Moderate or heavy freezing rain,2
19188,2018-10-13,AA,AA,AA,1608,AA,N990AU,1608,11298,DFW,"Dallas/Fort Worth, TX",12953,LGA,"New York, NY",1036,1500,N,204,1,1389,149.0,4,5,10,0,0.0595136097545641,0.059419307466565,-0.0014495905267393,0.1018549855022089,0.03598,0.0205,0.0232829472494043,0.0116398583985032,Torrential rain shower,3,Light rain,1
48103,2019-12-03,UA,UA_CODESHARE,UA,6382,YV,N88330,6382,12266,IAH,"Houston, TX",11423,DSM,"Des Moines, IA",1945,2203,N,138,1,802,0.0,1,1,12,1,0.0561961036229004,0.0324335390520282,0.055915695644676,0.2253118320878343,0.02232,0.00212,0.024859946428331,0.0028611040071069,Sunny,1,Cloudy,2
8072,2018-05-07,DL,DL_CODESHARE,DL,3562,OO,N914EV,3562,13487,MSP,"Minneapolis, MN",11898,GFK,"Grand Forks, ND",1125,1243,N,78,1,284,0.0,2,0,5,1,0.0581659736388834,0.0578661407231937,-0.019545193431566,0.3502657166116329,0.01992,0.00026,0.0232630261262837,0.000515257157471,Partly cloudy,1,Torrential rain shower,3
43461,2019-09-29,AA,AA_CODESHARE,AA,5796,YV,N910FJ,5796,10279,AMA,"Amarillo, TX",11298,DFW,"Dallas/Fort Worth, TX",500,616,N,76,1,312,0.0,4,6,9,0,0.0277466347382224,0.0486011424278889,-0.0014495905267393,0.3502657166116329,0.00098,0.03598,0.0005992489198174,0.0232829472494043,Patchy light rain with thunder,1,Patchy rain possible,1
9502,2018-05-28,DL,DL_CODESHARE,DL,4446,OO,N441SW,4446,14262,PSP,"Palm Springs, CA",14869,SLC,"Salt Lake City, UT",1225,1510,N,105,1,541,0.0,2,0,5,1,0.0578661407231937,0.059419307466565,-0.019545193431566,0.3502657166116329,0.00154,0.01512,0.0019301953077678,0.0138074919575195,Sunny,1,Patchy light rain with thunder,1
7923,2018-05-04,DL,DL_CODESHARE,DL,4743,OO,N685BR,4743,11267,DAY,"Dayton, OH",11433,DTW,"Detroit, MI",1815,1923,N,68,1,166,0.0,2,4,5,1,0.0596586901976398,0.0561961036229004,-0.019545193431566,0.2134239483384708,0.00176,0.02234,0.0020481068202926,0.0236512188227693,Patchy rain possible,1,Light rain,1
7949,2018-05-05,WN,WN,WN,4071,WN,N454WN,4071,11697,FLL,"Fort Lauderdale, FL",12191,HOU,"Houston, TX",810,1000,N,170,1,957,0.0,2,5,5,1,0.0660930078480459,0.0595136097545641,-0.0372526735518979,0.2253118320878343,0.01284,0.00716,0.0139690145774164,0.0047918377236078,Light rain shower,1,Moderate or heavy rain shower,2
1621,2018-01-27,AS,AS,AS,779,AS,N557AS,779,15016,STL,"St. Louis, MO",14747,SEA,"Seattle, WA",1914,2154,N,280,1,1709,0.0,1,5,1,0,0.0561961036229004,0.0430260234014754,-0.0257496334476613,0.0474920803339217,0.00896,0.024,0.008162814800856,0.017266229658245,Overcast,2,Moderate rain,2
31245,2019-04-09,AA,AA,AA,2490,AA,N907AN,2490,14107,PHX,"Phoenix, AZ",14908,SNA,"Santa Ana, CA",1720,1836,N,76,1,338,64.0,2,1,4,1,0.0617647746296217,0.0596586901976398,-0.0014495905267393,0.3502657166116329,0.0222,0.00528,0.0165856810197461,0.0025859771445492,Partly cloudy,1,Sunny,1
29385,2019-03-14,DL,DL_CODESHARE,DL,3430,9E,N300PQ,3430,10397,ATL,"Atlanta, GA",15919,XNA,"Fayetteville, AR",1359,1457,N,118,1,589,64.0,2,3,3,1,0.0540440770506113,0.0555247035724447,-0.019545193431566,0.3502657166116329,0.04904,0.0022,0.0351327850537735,0.0016496843578802,Light rain shower,1,Sunny,1
38909,2019-07-25,NK,NK,NK,863,NK,N915NK,863,12898,LBE,"Latrobe, PA",13204,MCO,"Orlando, FL",700,917,N,137,1,823,0.0,3,3,7,2,0.0553030528955235,0.0623523504240782,-0.0136902324244572,0.2253118320878343,0.00012,0.01688,0.0002444375647773,0.0162459451092296,Light rain shower,1,Torrential rain shower,3
7875,2018-05-04,DL,DL,DL,2118,DL,N535US,2118,14747,SEA,"Seattle, WA",10397,ATL,"Atlanta, GA",2330,713,N,283,1,2182,0.0,2,4,5,1,0.0181479514238436,0.0553030528955235,-0.019545193431566,0.0282516365277256,0.024,0.04904,0.017266229658245,0.0351327850537735,Overcast,2,Sunny,1
40703,2019-08-19,AA,AA,AA,1251,AA,N918NN,1251,13930,ORD,"Chicago, IL",10721,BOS,"Boston, MA",1730,2056,N,146,1,867,0.0,3,0,8,2,0.0617647746296217,0.0532356565816952,-0.0014495905267393,0.2253118320878343,0.04976,0.01854,0.0421127158682513,0.0142619089281628,Moderate or heavy rain shower,2,Partly cloudy,1
29453,2019-03-15,DL,DL_CODESHARE,DL,7434,OO,N496CA,7434,11433,DTW,"Detroit, MI",12397,ITH,"Ithaca/Cortland, NY",1545,1709,N,84,1,353,0.0,2,4,3,1,0.059419307466565,0.0617647746296217,-0.019545193431566,0.3502657166116329,0.02234,0.00042,0.0236512188227693,0.0002191323543267,Heavy snow,3,Moderate or heavy snow showers,2
5032,2018-03-22,VX,VX,VX,1594,VX,N633VA,1594,14771,SFO,"San Francisco, CA",14262,PSP,"Palm Springs, CA",2125,2251,N,86,1,421,56.0,2,3,3,1,0.0430260234014754,0.0324335390520282,-0.0008996470520607,0.3502657166116329,0.02218,0.00154,0.0179365485308171,0.0019301953077678,Moderate rain,2,Patchy rain possible,1
49030,2019-12-17,WN,WN,WN,2097,WN,N7746C,2097,15016,STL,"St. Louis, MO",13871,OMA,"Omaha, NE",2155,2305,N,70,1,342,23.0,1,1,12,1,0.0430260234014754,0.0181479514238436,-0.0372526735518979,0.2134239483384708,0.00896,0.00364,0.008162814800856,0.0041618995060099,Partly cloudy,1,Sunny,1
16863,2018-09-09,AA,AA,AA,679,AA,N187US,679,14679,SAN,"San Diego, CA",11298,DFW,"Dallas/Fort Worth, TX",1244,1744,N,180,1,1171,0.0,4,6,9,0,0.0578661407231937,0.0617647746296217,-0.0014495905267393,0.1018549855022089,0.01276,0.03598,0.0080282126176086,0.0232829472494043,Sunny,1,Overcast,2
32003,2019-04-20,AA,AA_CODESHARE,AA,6089,CP,N217NN,6089,12892,LAX,"Los Angeles, CA",14679,SAN,"San Diego, CA",940,1030,N,50,1,109,0.0,2,5,4,1,0.0623523504240782,0.0595136097545641,-0.0014495905267393,0.2134239483384708,0.03138,0.01276,0.0281270106201122,0.0080282126176086,Partly cloudy,1,Partly cloudy,1
21462,2018-11-15,AA,AA,AA,1854,AA,N982VJ,1854,13930,ORD,"Chicago, IL",14100,PHL,"Philadelphia, PA",700,957,N,117,1,678,0.0,4,3,11,0,0.0553030528955235,0.0623523504240782,-0.0014495905267393,0.3502657166116329,0.04976,0.01914,0.0421127158682513,0.0171671624513749,Heavy snow,3,Heavy snow,3
26510,2019-01-30,AA,AA,AA,1852,AA,N192UW,1852,14843,SJU,"San Juan, PR",11057,CLT,"Charlotte, NC",1528,1831,N,243,1,1475,15.0,1,2,1,0,0.059419307466565,0.0596586901976398,-0.0014495905267393,0.0474920803339217,0.00346,0.03218,0.0053480139447861,0.0191528138586407,Moderate or heavy rain shower,2,Partly cloudy,1
37066,2019-07-01,AA,AA_CODESHARE,AA,3336,MQ,N222NS,3336,11298,DFW,"Dallas/Fort Worth, TX",13476,MRY,"Monterey, CA",915,1101,N,226,1,1430,0.0,3,0,7,2,0.0623523504240782,0.0581659736388834,-0.0014495905267393,0.1018549855022089,0.03598,0.0007,0.0232829472494043,0.0004490328833133,Moderate or heavy rain shower,2,Sunny,1
6458,2018-04-12,AA,AA,AA,407,AA,N601AW,407,11057,CLT,"Charlotte, NC",14893,SMF,"Sacramento, CA",1820,2056,N,336,1,2244,0.0,2,3,4,1,0.0596586901976398,0.0532356565816952,-0.0014495905267393,0.0240730408163887,0.03218,0.00682,0.0191528138586407,0.0044628699877512,Partly cloudy,1,Partly cloudy,1
22369,2018-11-29,AA,AA_CODESHARE,AA,5200,OH,N262PS,5200,11278,DCA,"Washington, DC",14307,PVD,"Providence, RI",655,819,N,84,1,356,0.0,4,3,11,0,0.0486011424278889,0.0660930078480459,-0.0014495905267393,0.3502657166116329,0.01814,0.00268,0.010507046424293,0.0026764298116915,Partly cloudy,1,Sunny,1
29593,2019-03-17,DL,DL,DL,958,DL,N667DN,958,14635,RSW,"Fort Myers, FL",10397,ATL,"Atlanta, GA",730,918,N,108,1,515,0.0,2,6,3,1,0.0553030528955235,0.0623523504240782,-0.019545193431566,0.3502657166116329,0.00422,0.04904,0.004991048954814,0.0351327850537735,Patchy rain possible,1,Sunny,1
29060,2019-03-10,UA,UA,UA,283,UA,N443UA,283,14107,PHX,"Phoenix, AZ",13930,ORD,"Chicago, IL",1328,1856,N,208,1,1440,0.0,2,6,3,1,0.0540440770506113,0.0596586901976398,0.055915695644676,0.1018549855022089,0.0222,0.04976,0.0165856810197461,0.0421127158682513,Sunny,1,Blizzard,4
37526,2019-07-08,WN,WN,WN,568,WN,N7732A,568,11259,DAL,"Dallas, TX",13244,MEM,"Memphis, TN",710,840,N,90,1,423,0.0,3,0,7,2,0.0553030528955235,0.0660930078480459,-0.0372526735518979,0.3502657166116329,0.0089,0.00326,0.0051428802175171,0.0153204204972204,Patchy light rain with thunder,1,Patchy rain possible,1
20916,2018-11-07,WN,WN,WN,1154,WN,N8524Z,1154,12191,HOU,"Houston, TX",13244,MEM,"Memphis, TN",1040,1210,N,90,1,484,0.0,4,2,11,0,0.0595136097545641,0.0578661407231937,-0.0372526735518979,0.3502657166116329,0.00716,0.00326,0.0047918377236078,0.0153204204972204,Moderate or heavy rain shower,2,Light drizzle,1
33966,2019-05-18,AS,AS,AS,103,AS,N483AS,103,14747,SEA,"Seattle, WA",11630,FAI,"Fairbanks, AK",2340,220,N,220,1,1533,0.0,2,5,5,1,0.0181479514238436,0.0008600046264541,-0.0257496334476613,0.1018549855022089,0.024,0.0007,0.017266229658245,0.0058126606813562,Partly cloudy,1,Light rain,1
37380,2019-07-06,B6,B6,B6,22,B6,N615JB,22,14027,PBI,"West Palm Beach/Palm Beach, FL",10721,BOS,"Boston, MA",2036,2340,N,184,1,1197,47.0,3,5,7,2,0.0532356565816952,0.0181479514238436,0.0271423089156718,0.1018549855022089,0.00364,0.01854,0.0035524208202657,0.0142619089281628,Patchy rain possible,1,Torrential rain shower,3
16187,2018-08-30,DL,DL,DL,730,DL,N920AT,730,14492,RDU,"Raleigh/Durham, NC",10721,BOS,"Boston, MA",1751,1953,N,122,1,612,0.0,3,3,8,2,0.0617647746296217,0.0561961036229004,-0.019545193431566,0.3502657166116329,0.00842,0.01854,0.0079829862840375,0.0142619089281628,Moderate or heavy rain shower,2,Light rain shower,1
38818,2019-07-24,F9,F9,F9,1426,F9,N352FR,1426,14107,PHX,"Phoenix, AZ",13930,ORD,"Chicago, IL",23,603,N,220,1,1440,0.0,3,2,7,2,0.0081567449106989,0.0486011424278889,0.0013041744428902,0.1018549855022089,0.0222,0.04976,0.0165856810197461,0.0421127158682513,Moderate or heavy rain shower,2,Sunny,1
2007,2018-02-02,AA,AA,AA,1280,AA,N811NN,1280,14107,PHX,"Phoenix, AZ",12478,JFK,"New York, NY",2259,546,N,287,1,2153,0.0,1,4,2,0,0.0324335390520282,0.0277466347382224,-0.0014495905267393,0.0282516365277256,0.0222,0.0166,0.0165856810197461,0.0201924811220438,Sunny,1,Patchy heavy snow,1
48465,2019-12-09,DL,DL_CODESHARE,DL,4244,OO,N8828D,4244,13487,MSP,"Minneapolis, MN",10141,ABR,"Aberdeen, SD",1125,1253,N,88,1,257,209.0,1,0,12,1,0.0581659736388834,0.0578661407231937,-0.019545193431566,0.3502657166116329,0.01992,4e-05,0.0232630261262837,0.000100144024336,Heavy snow,3,Patchy sleet possible,1
44340,2019-10-10,UA,UA_CODESHARE,UA,5533,OO,N982SW,5533,14689,SBA,"Santa Barbara, CA",11292,DEN,"Denver, CO",1605,1940,N,155,1,916,33.0,4,3,10,0,0.0564782044844364,0.0561961036229004,0.055915695644676,0.2253118320878343,0.00118,0.0344,0.0009605211796535,0.0307716743165574,Overcast,2,Patchy heavy snow,1
30777,2019-04-02,AA,AA,AA,368,AA,N164NN,368,11298,DFW,"Dallas/Fort Worth, TX",14747,SEA,"Seattle, WA",1513,1734,N,261,1,1660,0.0,2,1,4,1,0.059419307466565,0.0617647746296217,-0.0014495905267393,0.0474920803339217,0.03598,0.024,0.0232829472494043,0.017266229658245,Cloudy,2,Cloudy,2
15542,2018-08-20,DL,DL,DL,1694,DL,N774DE,1694,10397,ATL,"Atlanta, GA",11193,CVG,"Cincinnati, OH",1211,1335,N,84,1,373,0.0,3,0,8,2,0.0578661407231937,0.0540440770506113,-0.019545193431566,0.3502657166116329,0.04904,0.00628,0.0351327850537735,0.0104478214636641,Moderate or heavy rain shower,2,Moderate or heavy rain shower,2
48282,2019-12-06,UA,UA,UA,1924,UA,N424UA,1924,12264,IAD,"Washington, DC",13930,ORD,"Chicago, IL",1720,1826,N,126,1,588,0.0,1,4,12,1,0.0617647746296217,0.0596586901976398,0.055915695644676,0.2253118320878343,0.01252,0.04976,0.0142279891779844,0.0421127158682513,Light drizzle,1,Light snow,1
18115,2018-09-27,AA,AA_CODESHARE,AA,4098,MQ,N662EH,4098,13930,ORD,"Chicago, IL",10599,BHM,"Birmingham, AL",1850,2045,N,115,1,584,0.0,4,3,9,0,0.0596586901976398,0.0532356565816952,-0.0014495905267393,0.3502657166116329,0.04976,0.00254,0.0421127158682513,0.0023576918417616,Partly cloudy,1,Sunny,1
32079,2019-04-21,AA,AA_CODESHARE,AA,5413,OH,N256PS,5413,11278,DCA,"Washington, DC",15016,STL,"St. Louis, MO",2000,2124,N,144,1,719,17.0,2,6,4,1,0.0532356565816952,0.0430260234014754,-0.0014495905267393,0.2253118320878343,0.01814,0.00896,0.010507046424293,0.008162814800856,Cloudy,2,Sunny,1
3548,2018-02-28,UA,UA_CODESHARE,UA,5193,OO,N937EV,5193,14771,SFO,"San Francisco, CA",14570,RNO,"Reno, NV",1600,1705,N,65,1,192,0.0,1,2,2,0,0.0564782044844364,0.0617647746296217,0.055915695644676,0.2134239483384708,0.02218,0.00322,0.0179365485308171,0.0024799106241503,Light drizzle,1,Cloudy,2
42384,2019-09-13,AS,AS,AS,893,AS,N536AS,893,14747,SEA,"Seattle, WA",12173,HNL,"Honolulu, HI",800,1115,N,375,1,2677,0.0,4,4,9,0,0.0660930078480459,0.0581659736388834,-0.0257496334476613,0.0240730408163887,0.024,0.00698,0.017266229658245,0.0059456476384046,Light rain shower,1,Patchy rain possible,1
25797,2019-01-20,DL,DL_CODESHARE,DL,3568,OO,N821SK,3568,14252,PSC,"Pasco/Kennewick/Richland, WA",14869,SLC,"Salt Lake City, UT",1239,1524,N,105,1,521,0.0,1,6,1,0,0.0578661407231937,0.059419307466565,-0.019545193431566,0.3502657166116329,0.00088,0.01512,0.0007806926628349,0.0138074919575195,Patchy light rain with thunder,1,Sunny,1
46495,2019-11-10,B6,B6,B6,400,B6,N598JB,400,13495,MSY,"New Orleans, LA",10721,BOS,"Boston, MA",1400,1810,N,190,1,1368,0.0,4,6,11,0,0.0555247035724447,0.0596586901976398,0.0271423089156718,0.1018549855022089,0.007,0.01854,0.007124224354919,0.0142619089281628,Sunny,1,Partly cloudy,1
36689,2019-06-25,DL,DL,DL,1165,DL,N875DN,1165,10397,ATL,"Atlanta, GA",14524,RIC,"Richmond, VA",1459,1642,N,103,1,481,0.0,3,1,6,2,0.0555247035724447,0.0564782044844364,-0.019545193431566,0.3502657166116329,0.04904,0.00318,0.0351327850537735,0.0033903597916358,Partly cloudy,1,Partly cloudy,1
47509,2019-11-25,DL,DL,DL,1044,DL,N706TW,1044,12478,JFK,"New York, NY",14747,SEA,"Seattle, WA",705,1026,N,381,1,2422,0.0,4,0,11,0,0.0553030528955235,0.0595136097545641,-0.019545193431566,0.0240730408163887,0.0166,0.024,0.0201924811220438,0.017266229658245,Partly cloudy,1,Light rain shower,1
19232,2018-10-14,DL,DL,DL,1894,DL,N3756,1894,10721,BOS,"Boston, MA",15304,TPA,"Tampa, FL",1945,2308,N,203,1,1185,0.0,4,6,10,0,0.0561961036229004,0.0181479514238436,-0.019545193431566,0.1018549855022089,0.01854,0.0099,0.0142619089281628,0.0093683119540198,Partly cloudy,1,Patchy rain possible,1
44674,2019-10-15,DL,DL,DL,2048,DL,N939AT,2048,15249,TLH,"Tallahassee, FL",10397,ATL,"Atlanta, GA",1141,1255,N,74,1,223,0.0,4,1,10,0,0.0581659736388834,0.0578661407231937,-0.019545193431566,0.3502657166116329,0.00088,0.04904,0.0008657612426473,0.0351327850537735,Torrential rain shower,3,Light rain shower,1
6159,2018-04-07,AS,AS,AS,941,AS,N568AS,941,13796,OAK,"Oakland, CA",14747,SEA,"Seattle, WA",549,755,N,126,1,672,0.0,2,5,4,1,0.0277466347382224,0.0553030528955235,-0.0257496334476613,0.2253118320878343,0.00674,0.024,0.0067801811745386,0.017266229658245,Partly cloudy,1,Overcast,2
9151,2018-05-23,UA,UA_CODESHARE,UA,5710,OO,N946SW,5710,13930,ORD,"Chicago, IL",10257,ALB,"Albany, NY",625,927,N,122,1,723,0.0,2,2,5,1,0.0486011424278889,0.0623523504240782,0.055915695644676,0.3502657166116329,0.04976,0.00266,0.0421127158682513,0.0024976781123389,Sunny,1,Cloudy,2
8303,2018-05-10,F9,F9,F9,136,F9,N923FR,136,14747,SEA,"Seattle, WA",11292,DEN,"Denver, CO",55,444,N,169,1,1024,0.0,2,3,5,1,0.0081567449106989,0.0023148390695185,0.0013041744428902,0.2253118320878343,0.024,0.0344,0.017266229658245,0.0307716743165574,Light rain shower,1,Partly cloudy,1
23402,2018-12-14,AA,AA,AA,1401,AA,N988AL,1401,12889,LAS,"Las Vegas, NV",11298,DFW,"Dallas/Fort Worth, TX",1311,1750,N,159,1,1055,0.0,1,4,12,1,0.0540440770506113,0.0617647746296217,-0.0014495905267393,0.2253118320878343,0.02098,0.03598,0.0159352832702946,0.0232829472494043,Partly cloudy,1,Light drizzle,1
8862,2018-05-18,AA,AA,AA,1851,AA,N649AW,1851,12889,LAS,"Las Vegas, NV",14107,PHX,"Phoenix, AZ",625,738,N,73,1,255,0.0,2,4,5,1,0.0486011424278889,0.0553030528955235,-0.0014495905267393,0.3502657166116329,0.02098,0.0222,0.0159352832702946,0.0165856810197461,Sunny,1,Sunny,1
7997,2018-05-06,DL,DL,DL,2075,DL,N996DL,2075,13198,MCI,"Kansas City, MO",10397,ATL,"Atlanta, GA",1225,1525,N,120,1,692,29.0,2,6,5,1,0.0578661407231937,0.059419307466565,-0.019545193431566,0.3502657166116329,0.00626,0.04904,0.0072367517801138,0.0351327850537735,Thundery outbreaks possible,3,Partly cloudy,1
11351,2018-06-23,AS,AS_CODESHARE,AS,3490,OO,N193SY,3490,14747,SEA,"Seattle, WA",11638,FAT,"Fresno, CA",1745,1957,N,132,1,748,0.0,3,5,6,2,0.0617647746296217,0.0561961036229004,-0.0257496334476613,0.2253118320878343,0.024,0.00176,0.017266229658245,0.0012905657329761,Cloudy,2,Sunny,1
33967,2019-05-18,DL,DL_CODESHARE,DL,3606,OO,N287SY,3606,14869,SLC,"Salt Lake City, UT",10849,BZN,"Bozeman, MT",1530,1649,N,79,1,347,0.0,2,5,5,1,0.059419307466565,0.0564782044844364,-0.019545193431566,0.3502657166116329,0.01512,0.00064,0.0138074919575195,0.0014703942497947,Patchy light rain,1,Heavy snow,3
33987,2019-05-18,AA,AA_CODESHARE,AA,4751,PT,N631AE,4751,13139,LYH,"Lynchburg, VA",11057,CLT,"Charlotte, NC",1559,1706,N,67,1,175,0.0,2,5,5,1,0.059419307466565,0.0617647746296217,-0.0014495905267393,0.2134239483384708,0.00026,0.03218,0.00015129285397,0.0191528138586407,Partly cloudy,1,Partly cloudy,1
34652,2019-05-28,DL,DL,DL,1273,DL,N674DL,1273,10397,ATL,"Atlanta, GA",12451,JAX,"Jacksonville, FL",2112,2224,N,72,1,270,0.0,2,1,5,1,0.0430260234014754,0.0324335390520282,-0.019545193431566,0.2134239483384708,0.04904,0.00444,0.0351327850537735,0.004056371394344,Sunny,1,Patchy light rain with thunder,1
17416,2018-09-17,WN,WN,WN,956,WN,N416WN,956,13891,ONT,"Ontario, CA",14893,SMF,"Sacramento, CA",855,1015,N,80,1,390,0.0,4,0,9,0,0.0660930078480459,0.0595136097545641,-0.0372526735518979,0.3502657166116329,0.0032,0.00682,0.0045161724523171,0.0044628699877512,Sunny,1,Sunny,1
